emp_no;salary
219170;73942
219171;59620
219172;71037
219173;49325
219174;73451
219175;40000
219176;65427
219177;64096
219178;53905
219179;82950
219180;88967
219181;75130
219182;58529
219183;104994
219184;74782
219185;64488
219186;65088
219187;59817
219188;58151
219189;63436
219190;76208
219191;44319
219192;77319
219193;78416
219194;85923
219195;76622
219196;49694
219197;52626
219198;89180
219199;81229
219200;65374
219201;72743
219202;73717
219203;75264
219204;56146
219205;99419
219206;78361
219207;47538
219208;77872
219209;80903
219210;71543
219211;63151
219212;87699
219213;45326
219214;44979
219215;78407
219216;76710
219217;75772
219218;64897
219219;57563
219220;50516
219221;88214
219222;56687
219223;70921
219224;58806
219225;70266
219226;56074
219227;63858
219228;60071
219229;106098
219230;88613
219231;65486
219232;93315
219233;40000
219234;57965
219235;102596
219236;60763
219237;60680
219238;42998
219239;78328
219240;67104
219241;87060
219242;45911
219243;65586
219244;94969
219245;119005
219246;79236
219247;51404
219248;69268
219249;74141
219250;47944
219251;72647
219252;86749
219253;61527
219254;81013
219255;40000
219256;66215
219257;106864
219258;60582
219259;72375
219260;60829
219261;81431
219262;69670
219263;83034
219264;97199
219265;83754
219266;45388
219267;54664
219268;88088
219269;41859
219270;64987
219271;68856
219272;95052
219273;52718
219274;51213
219275;74522
219276;46620
219277;68954
219278;60937
219279;78002
219280;108948
219281;51529
219282;87294
219283;68426
219284;61251
219285;67681
219286;64106
219287;41182
219288;59578
219289;88349
219290;74808
219291;109604
219292;60567
219293;58939
219294;67590
219295;83822
219296;70372
219297;68418
219298;70442
219299;48002
219300;62238
219301;73203
219302;55308
219303;59554
219304;53461
219305;106794
219306;51772
219307;75492
219308;83258
219309;62894
219310;63785
219311;58681
219312;79652
219313;71632
219314;84819
219315;63954
219316;71106
219317;47099
219318;50774
219319;80669
219320;82566
219321;78496
219322;57383
219323;56236
219324;77750
219325;51215
219326;41337
219327;60266
219328;70325
219329;84554
219330;61597
219331;66107
219332;79740
219333;82555
219334;58876
219335;66990
219336;45332
219337;82374
219338;71911
219339;93431
219340;72024
219341;45079
219342;93684
219343;63454
219344;72493
219345;59222
219346;71193
219347;80431
219348;80547
219349;82316
219350;73733
219351;99473
219352;69925
219353;95966
219354;77412
219355;92913
219356;48296
219357;96512
219358;55590
219359;98923
219360;59567
219361;48768
219362;81227
219363;77545
219364;67375
219365;50900
219366;53537
219367;76242
219368;95455
219369;73592
219370;76318
219371;56221
219372;78713
219373;78948
219374;68398
219375;55887
219376;85937
219377;76736
219378;56112
219379;76012
219380;76300
219381;64955
219382;105449
219383;102347
219384;68138
219385;62809
219386;86425
219387;109891
219388;85655
219389;84928
219390;55364
219391;82185
219392;57726
219393;48191
219394;48222
219395;60046
219396;49530
219397;40767
219398;80946
219399;67424
219400;74292
219401;65295
219402;101256
219403;65040
219404;111451
219405;45248
219406;86382
219407;66276
219408;55664
219409;66822
219410;56123
219411;83587
219412;82845
219413;104026
219414;56515
219415;109969
219416;54818
219417;58636
219418;40848
219419;81644
219420;84294
219421;83202
219422;87034
219423;71100
219424;90129
219425;46829
219426;96588
219427;73178
219428;75005
219429;54222
219430;51577
219431;54463
219432;52186
219433;81186
219434;65004
219435;67791
219436;69417
219437;121413
219438;64102
219439;60323
219440;63123
219441;63540
219442;82443
219443;53995
219444;64792
219445;55621
219446;84801
219447;57399
219448;80172
219449;73545
219450;64762
219451;66594
219452;101073
219453;67723
219454;48812
219455;59021
219456;69506
219457;82975
219458;47121
219459;52549
219460;67404
219461;62591
219462;118168
219463;54638
219464;76867
219465;89758
219466;92902
219467;48636
219468;91449
219469;57477
219470;50762
219471;97023
219472;57570
219473;42255
219474;74735
219475;42208
219476;85680
219477;100609
219478;79871
219479;54739
219480;74648
219481;68382
219482;101350
219483;94410
219484;54640
219485;70545
219486;54348
219487;119923
219488;86467
219489;56675
219490;59798
219491;120651
219492;74814
219493;71214
219494;56482
219495;58081
219496;40946
219497;55774
219498;52948
219499;66869
219500;68853
219501;49027
219502;71657
219503;87093
219504;66798
219505;55341
219506;59195
219507;63220
219508;126145
219509;73585
219510;79476
219511;85764
219512;62575
219513;61561
219514;40000
219515;53605
219516;59849
219517;58050
219518;70472
219519;83143
219520;95527
219521;97928
219522;57597
219523;82771
219524;53473
219525;75492
219526;68058
219527;91815
219528;62605
219529;87287
219530;54428
219531;64807
219532;90470
219533;83242
219534;61303
219535;48172
219536;73298
219537;60650
219538;40000
219539;69848
219540;69009
219541;87474
219542;68498
219543;77784
219544;92860
219545;72856
219546;62866
219547;50992
219548;112276
219549;47613
219550;64850
219551;72173
219552;63803
219553;72473
219554;61366
219555;64724
219556;93357
219557;77477
219558;50033
219559;91990
219560;69106
219561;67395
219562;46935
219563;71557
219564;71301
219565;68268
219566;66794
219567;80502
219568;47645
219569;71596
219570;51258
219571;62711
219572;80062
219573;106538
219574;119029
219575;57579
219576;85305
219577;60324
219578;76970
219579;65146
219580;92947
219581;70780
219582;67555
219583;67724
219584;43036
219585;49185
219586;74355
219587;72841
219588;59668
219589;57692
219590;95374
219591;66156
219592;87130
219593;64017
219594;59413
219595;56587
219596;48600
219597;51603
219598;48618
219599;74772
219600;72522
219601;63004
219602;61374
219603;72612
219604;74070
219605;58536
219606;54066
219607;69685
219608;67756
219609;68225
219610;72010
219611;72519
219612;83822
219613;84407
219614;50099
219615;90368
219616;80404
219617;62038
219618;49951
219619;77237
219620;79046
219621;75571
219622;53471
219623;71549
219624;40000
219625;55847
219626;52857
219627;56211
219628;88423
219629;68196
219630;87369
219631;69859
219632;80393
219633;45786
219634;113040
219635;51170
219636;48059
219637;85279
219638;61258
219639;90643
219640;82916
219641;57771
219642;80447
219643;74634
219644;90159
219645;49085
219646;49803
219647;51403
219648;66600
219649;91849
219650;48405
219651;45298
219652;71591
219653;84854
219654;57156
219655;58864
219656;70714
219657;49453
219658;48742
219659;59058
219660;74061
219661;74236
219662;72459
219663;118825
219664;52202
219665;45737
219666;46334
219667;55216
219668;81692
219669;87968
219670;71363
219671;44536
219672;45743
219673;44723
219674;75171
219675;63489
219676;52804
219677;58027
219678;57300
219679;78047
219680;63183
219681;73362
219682;40000
219683;92248
219684;78088
219685;78767
219686;78712
219687;56713
219688;89902
219689;41552
219690;66513
219691;88081
219692;91298
219693;68193
219694;60766
219695;48348
219696;122950
219697;56959
219698;53887
219699;67970
219700;58648
219701;90951
219702;100673
219703;99146
219704;68811
219705;59527
219706;61157
219707;65935
219708;61597
219709;50557
219710;58830
219711;52824
219712;87552
219713;84421
219714;96448
219715;98973
219716;52155
219717;100180
219718;52607
219719;74394
219720;80342
219721;54238
219722;48775
219723;48294
219724;78905
219725;106013
219726;83219
219727;83911
219728;49781
219729;92007
219730;73996
219731;78339
219732;75812
219733;47494
219734;61857
219735;48534
219736;85119
219737;63138
219738;54333
219739;73208
219740;56866
219741;57687
219742;62851
219743;42999
219744;49817
219745;118608
219746;55323
219747;61525
219748;58917
219749;70368
219750;83942
219751;94074
219752;104648
219753;55094
219754;52947
219755;76763
219756;66215
219757;65969
219758;63098
219759;89864
219760;43384
219761;95878
219762;45488
219763;101281
219764;93377
219765;77886
219766;97851
219767;63916
219768;50641
219769;76415
219770;43726
219771;49111
219772;70731
219773;50555
219774;76712
219775;77143
219776;45032
219777;48576
219778;132683
219779;86114
219780;81424
219781;81521
219782;62107
219783;67275
219784;61495
219785;92503
219786;61418
219787;68453
219788;77383
219789;61464
219790;78929
219791;52716
219792;81445
219793;59981
219794;49705
219795;88297
219796;61346
219797;59171
219798;48062
219799;61440
219800;74296
219801;60887
219802;71287
219803;93576
219804;119258
219805;67136
219806;59496
219807;57644
219808;88781
219809;74732
219810;64715
219811;66814
219812;80275
219813;82158
219814;48941
219815;84412
219816;70818
219817;86987
219818;68433
219819;62138
219820;77874
219821;65740
219822;72113
219823;77231
219824;83501
219825;85030
219826;63084
219827;67596
219828;89358
219829;63674
219830;70265
219831;104770
219832;57713
219833;85992
219834;71548
219835;78133
219836;62915
219837;59683
219838;74769
219839;109087
219840;102528
219841;73359
219842;68828
219843;120556
219844;52199
219845;58048
219846;43666
219847;59182
219848;93765
219849;84776
219850;75100
219851;69459
219852;56923
219853;70570
219854;71778
219855;68050
219856;73399
219857;80384
219858;92821
219859;83484
219860;81011
219861;43678
219862;88609
219863;87324
219864;89444
219865;83618
219866;64487
219867;71573
219868;46201
219869;107860
219870;70334
219871;53626
219872;49558
219873;52141
219874;79842
219875;76591
219876;110790
219877;61001
219878;101098
219879;73726
219880;40000
219881;53587
219882;76117
219883;59875
219884;51222
219885;40000
219886;57750
219887;49585
219888;42754
219889;75180
219890;94315
219891;49550
219892;48890
219893;61890
219894;83510
219895;69233
219896;60393
219897;58466
219898;104780
219899;96794
219900;64307
219901;46582
219902;111737
219903;74115
219904;77313
219905;70270
219906;109308
219907;112162
219908;106846
219909;40000
219910;66214
219911;47407
219912;42590
219913;76013
219914;54743
219915;54885
219916;73196
219917;53118
219918;88145
219919;82288
219920;66385
219921;50185
219922;86390
219923;69430
219924;88636
219925;96171
219926;47119
219927;58542
219928;69836
219929;60434
219930;78946
219931;52304
219932;40000
219933;84958
219934;102898
219935;52843
219936;56029
219937;66536
219938;55267
219939;76279
219940;56664
219941;46897
219942;83223
219943;45906
219944;61192
219945;75315
219946;61930
219947;52135
219948;82301
219949;89697
219950;73352
219951;53955
219952;70623
219953;77193
219954;57648
219955;50156
219956;54021
219957;63066
219958;66990
219959;65707
219960;76336
219961;81235
219962;87724
219963;89988
219964;40506
219965;41861
219966;63489
219967;55803
219968;70803
219969;62020
219970;73634
219971;54653
219972;66215
219973;105674
219974;47056
219975;65909
219976;50463
219977;61109
219978;63620
219979;67511
219980;55962
219981;93738
219982;46386
219983;53358
219984;45588
219985;83770
219986;48581
219987;54867
219988;70749
219989;66102
219990;65690
219991;44353
219992;50647
219993;88301
219994;93551
219995;58333
219996;70182
219997;40228
219998;92163
219999;57981
220000;62002
220001;111656
220002;41613
220003;63838
220004;99548
220005;67992
220006;67268
220007;82823
220008;67274
220009;81331
220010;73929
220011;60342
220012;46598
220013;96817
220014;70711
220015;106284
220016;51721
220017;46629
220018;69985
220019;92303
220020;76262
220021;60000
220022;98241
220023;117096
220024;61073
220025;69498
220026;48286
220027;56956
220028;48377
220029;69849
220030;73286
220031;71234
220032;53603
220033;63257
220034;72181
220035;73807
220036;91095
220037;43002
220038;55782
